Dataset,original dim,intrinsic dim_L1,intrinsic dim_L2,No. of instances
Project0540,14,5.438130828907133,5.438130828907133,57
Project0541,14,5.438130828907129,3.431078543771718,41
Project0542,14,6.862157087543445,4.5356391227770585,58
Project0543,14,6.862157087543445,5.438130828907133,37
Project0544,14,3.4310785437717226,3.4310785437717226,36
Project0545,14,8.869209372678856,4.5356391227770585,57
Project0546,14,5.438130828907133,7.9667176665487816,55
Project0547,14,3.4310785437717226,5.438130828907129,42
Project0548,14,5.438130828907133,3.4310785437717226,43
Project0549,14,5.438130828907133,2.4377586012340746,45
Project0550,14,6.431450771444782,6.20117669405206,60
Project0551,14,7.035859120609233,3.7311704217630774,61
Project0552,14,3.6511147684973464,2.6680326786267927,42
Project0553,14,6.862157087543441,4.1941244089166485,34
Project0554,14,4.665909798948057,3.4310785437717226,61
Project0555,14,5.096616115046719,5.757596508538105,61
Project0556,14,5.438130828907129,3.4310785437717226,56
Project0557,14,6.862157087543445,5.438130828907133,38
Project0558,14,4.235547244785706,3.431078543771718,42
Project0559,14,4.644434711034992,4.5356391227770585,53
Project0560,14,4.1941244089166485,3.4310785437717226,43
Project0561,14,7.162248965534798,5.438130828907133,56
Project0562,14,9.632255237823783,5.438130828907133,53
Project0563,14,7.9667176665487816,3.4310785437717226,45
Project0564,14,4.5356391227770585,3.064244081610801,44
Project0565,14,4.5356391227770585,3.4310785437717226,41
Project0566,14,5.438130828907133,3.4310785437717226,55
Project0567,14,5.438130828907129,4.5356391227770585,44
Project0568,14,6.8621570875434434,8.869209372678851,51
Project0569,14,5.438130828907129,3.4310785437717226,60
Project0570,14,6.862157087543445,3.4310785437717226,38
Project0571,14,4.855104802408035,5.438130828907133,59
Project0572,14,9.63225523782378,3.827289946755727,25
Project0573,14,3.902863933803125,4.014104570270821,39
Project0574,14,3.4310785437717226,3.4310785437717226,59
Project0575,14,5.438130828907133,3.4310785437717226,62
Project0576,14,5.438130828907133,3.4310785437717226,23
Project0577,14,3.4310785437717226,5.438130828907129,60
Project0578,14,5.007424512808465,3.4310785437717226,40
Project0579,14,5.438130828907133,3.4310785437717226,40
Project0580,14,4.014104570270817,4.729781652885798,46
Project0581,14,4.5356391227770585,3.4310785437717226,51
Project0582,14,4.5356391227770585,5.438130828907133,25
Project0583,14,5.438130828907129,4.014104570270821,56
Project0584,14,6.862157087543445,2.9807682416533745,59
Project0585,14,6.431450771444777,3.9028639338031295,28
Project0586,14,5.4381308289071315,3.4310785437717226,60
Project0587,14,4.5356391227770585,3.4310785437717226,61
Project0588,14,5.438130828907129,3.4310785437717226,54
Project0589,14,5.007424512808465,4.5356391227770585,56
Project0590,14,4.194124408916653,5.438130828907129,54
Project0591,14,5.438130828907133,6.862157087543445,62
Project0592,14,9.632255237823777,2.9095439912654855,41
Project0593,14,5.438130828907129,4.014104570270817,58
Project0594,14,5.438130828907133,4.5356391227770585,55
Project0595,14,6.862157087543445,7.9667176665487816,58
Project0596,14,6.862157087543445,6.862157087543445,43
Project0597,14,2.6827429420531237,3.4310785437717226,48
Project0598,14,3.4310785437717226,2.770098150280341,39
Project0599,14,3.4310785437717226,4.014104570270821,54
Project0600,14,3.4310785437717226,5.438130828907133,53
Project0601,14,3.617893167286815,3.4310785437717226,39
Project0602,14,5.007424512808465,5.438130828907129,61
Project0603,14,3.719509638985401,3.4310785437717226,51
Project0604,14,4.675084963762203,3.772593257632128,59
Project0605,14,2.024033433864517,5.438130828907133,45
Project0606,14,3.939216606369133,4.014104570270817,61
Project0607,14,5.057173675283296,3.4310785437717226,56
Project0608,14,5.95966538141337,3.7311704217630735,53
Project0609,14,4.5356391227770585,4.333570249901793,47
Project0610,14,6.862157087543445,4.855104802408035,61
Project0611,14,5.438130828907129,3.9028639338031295,43
Project0612,14,3.4310785437717226,4.5356391227770585,49
Project0613,14,10.293235631315168,6.862157087543445,59
Project0614,14,4.149729492501983,3.4310785437717226,37
Project0615,14,8.869209372678856,3.9028639338031295,43
Project0616,14,5.438130828907129,3.4310785437717226,47
Project0617,14,5.251316205392043,3.4310785437717226,62
Project0618,14,4.5356391227770585,7.9667176665487816,42
Project0619,14,6.862157087543445,5.438130828907133,48
Project0620,14,7.966717666548777,5.438130828907129,61
Project0621,14,5.438130828907129,3.4310785437717226,61
Project0622,14,4.855104802408035,5.438130828907133,59
Project0623,14,6.20117669405206,4.5356391227770585,53
Project0624,14,3.4310785437717226,5.438130828907133,43
Project0625,14,3.4310785437717226,5.438130828907133,59
Project0626,14,6.54269140791247,5.438130828907129,42
Project0627,14,5.95966538141337,4.5356391227770585,50
Project0628,14,5.438130828907129,3.4310785437717226,49
Project0629,14,5.438130828907129,3.4310785437717226,56
Project0630,14,4.480331284816338,3.064244081610801,56
Project0631,14,7.712815859330404,5.007424512808465,58
Project0632,14,5.438130828907133,6.862157087543445,43
Project0633,14,5.95966538141337,4.5356391227770585,56
Project0634,14,6.862157087543441,3.4310785437717226,54
Project0635,14,7.9667176665487816,3.4310785437717226,54
Project0636,14,5.438130828907133,2.0070522851354107,35
Project0637,14,4.611213109824461,2.7700981502803366,41
Project0638,14,10.876261657814263,7.625202952688372,50
Project0639,14,3.827289946755727,3.4310785437717226,58
Project0640,14,7.445183114042544,5.438130828907133,55
Project0641,14,3.4310785437717226,5.438130828907133,62
Project0642,14,5.438130828907133,5.438130828907133,59
Project0643,14,3.5667034660028887,3.4310785437717226,27
Project0644,14,7.9667176665487816,3.431078543771718,39
Project0645,14,5.438130828907129,4.1941244089166485,47
Project0646,14,8.438503056580188,8.869209372678851,42
Project0647,14,4.5356391227770585,3.064244081610801,55
Project0648,14,5.096616115046723,5.438130828907133,55
Project0649,14,7.25836849052745,4.01410457027082,41
Project0650,14,6.682137248897614,5.007424512808465,59
Project0651,14,6.862157087543445,5.438130828907133,47
Project0652,14,3.4310785437717226,4.5356391227770585,36
Project0653,14,4.333570249901793,3.4310785437717226,58
Project0654,14,4.855104802408035,3.4310785437717226,53
Project0655,14,7.9667176665487816,2.7700981502803366,36
Project0656,14,6.54269140791247,4.5356391227770585,61
Project0657,14,5.438130828907129,3.4310785437717226,44
Project0658,14,10.293235631315168,6.20117669405206,55
Project0659,14,3.4310785437717226,5.438130828907133,35
Project0660,14,5.95966538141337,6.862157087543445,35
Project0661,14,5.007424512808465,5.438130828907133,37
Project0662,14,4.014104570270821,4.194124408916653,39
Project0663,14,3.431078543771718,7.9667176665487816,59
Project0664,14,3.4310785437717226,3.4310785437717226,30
Project0665,14,3.6331474166469837,3.4310785437717226,35
Project0666,14,4.575081562540484,3.52536710887666,52
Project0667,14,6.431450771444782,3.431078543771718,51
Project0668,14,5.95966538141337,11.397796210320504,40
Project0669,14,4.535639122777063,3.4310785437717204,39
Project0670,14,3.6725898564104114,3.431078543771718,54
Project0671,14,5.8049652910680525,3.93006180442545,55
Project0672,14,3.4310785437717226,3.4310785437717226,45
Project0673,14,3.9380328206406645,3.4310785437717226,47
Project0674,14,3.4310785437717226,3.4310785437717226,41
Project0675,14,5.438130828907129,5.438130828907129,56
Project0676,14,8.869209372678851,3.4310785437717226,44
Project0677,14,5.438130828907133,3.4310785437717226,55
Project0678,14,4.333570249901798,4.5356391227770585,41
Project0679,14,4.1941244089166485,5.438130828907133,23
Project0680,14,6.862157087543441,4.855104802408035,41
Project0681,14,4.357775677108045,3.4310785437717226,59
Project0682,14,2.9095439912654855,4.5356391227770585,34
Project0683,14,6.862157087543445,4.1941244089166485,63
Project0684,14,3.851794947297015,3.4310785437717226,40
Project0685,14,6.201176694052057,3.4310785437717226,63
Project0686,14,4.5356391227770585,5.438130828907129,61
Project0687,14,3.4310785437717226,5.438130828907133,37
Project0688,14,6.862157087543445,6.862157087543445,52
Project0689,14,4.5356391227770585,3.4310785437717226,58
Project0690,14,6.862157087543445,3.4310785437717226,45
Project0691,14,6.862157087543445,4.5356391227770585,64
Project0692,14,7.9667176665487816,5.438130828907133,50
Project0693,14,7.9667176665487816,4.235547244785706,43
Project0694,14,4.818573271284802,5.438130828907129,46
Project0695,14,6.862157087543445,4.1941244089166485,37
Project0696,14,7.162248965534798,4.014104570270821,34
Project0697,14,6.862157087543445,4.1941244089166485,57
Project0698,14,4.535639122777057,3.4310785437717226,29
Project0699,14,3.4310785437717226,3.4310785437717226,37
Project0700,14,4.281737315558684,3.4310785437717226,48
Project0701,14,8.869209372678851,6.862157087543445,29
Project0702,14,4.5356391227770585,5.438130828907129,42
Project0703,14,10.876261657814263,6.862157087543445,58
Project0704,14,5.95966538141337,3.902863933803125,50
Project0705,14,5.438130828907133,3.4310785437717226,45
Project0706,14,4.5356391227770585,3.431078543771718,56
Project0707,14,4.3921508152544595,3.4310785437717226,64
Project0708,14,7.445183114042544,5.438130828907133,48
Project0709,14,3.4310785437717226,5.438130828907133,48
Project0710,14,6.862157087543445,4.5356391227770585,38
Project0711,14,7.9667176665487816,4.014104570270817,45
Project0712,14,6.20117669405206,5.438130828907133,59
Project0713,14,3.4310785437717226,3.4310785437717226,44
Project0714,14,7.9667176665487816,6.862157087543441,42
Project0715,14,5.95966538141337,5.438130828907133,59
Project0716,14,4.1941244089166485,3.5745668512943216,57
Project0717,14,5.438130828907129,5.438130828907129,50
Project0718,14,7.9667176665487816,5.4381308289071315,25
Project0719,14,5.438130828907129,6.20117669405206,60
Project0720,14,2.6680326786267945,2.0070522851354107,41
Project0721,14,8.869209372678856,6.862157087543445,40
Project0722,14,3.9028639338031295,2.3265179647663867,40
Project0723,14,5.75759650853811,5.438130828907133,53
Project0724,14,7.9667176665487816,3.4310785437717226,52
Project0725,14,4.9773332347303745,5.438130828907129,59
Project0726,14,7.9667176665487816,5.438130828907133,59
Project0727,14,5.481362544752468,3.4310785437717226,52
Project0728,14,4.855104802408035,4.194124408916653,39
Project0729,14,2.528586837641648,3.4310785437717226,53
Project0730,14,6.862157087543445,5.438130828907133,52
Project0731,14,4.855104802408037,3.4310785437717226,42
Project0732,14,6.05768838652946,5.155196680399389,58
Project0733,14,10.876261657814263,6.862157087543445,63
Project0734,14,4.1941244089166485,3.4310785437717226,50
Project0735,14,7.44518311404254,3.4310785437717226,42
Project0736,14,3.4310785437717226,3.4310785437717226,59
Project0737,14,5.4381308289071315,4.5356391227770585,52
Project0738,14,9.632255237823783,5.438130828907133,59
Project0739,14,5.438130828907133,5.438130828907133,43
Project0740,14,3.4310785437717226,3.4310785437717226,43
Project0741,14,5.438130828907129,3.4310785437717226,31
Project0742,14,4.5356391227770585,3.4310785437717226,45
Project0743,14,3.4310785437717226,4.5356391227770585,59
Project0744,14,5.834342231891133,6.862157087543445,59
Project0745,14,4.1941244089166485,3.684980350990098,49
Project0746,14,6.862157087543441,4.194124408916653,51
Project0747,14,6.8621570875434434,8.869209372678855,33
Project0748,14,5.438130828907129,3.4310785437717226,54
Project0749,14,3.7725932576321326,6.862157087543445,55
Project0750,14,7.9667176665487816,2.9438001833461245,33
Project0751,14,5.438130828907133,4.5356391227770585,37
Project0752,14,4.5356391227770585,4.5356391227770585,32
Project0753,14,3.4310785437717226,6.862157087543445,63
Project0754,14,6.862157087543441,4.5356391227770585,51
Project0755,14,3.431078543771718,3.4310785437717226,39
Project0756,14,6.20117669405206,4.014104570270821,40
Project0757,14,6.862157087543445,3.4310785437717226,63
Project0758,14,5.438130828907129,5.438130828907129,42
Project0759,14,5.438130828907133,3.4310785437717226,40
Project0760,14,4.578496533355474,5.438130828907133,48
Project0761,14,9.632255237823783,5.438130828907133,36
Project0762,14,4.1941244089166485,5.438130828907129,41
Project0763,14,3.0895638299113126,2.870101551502058,35
Project0764,14,3.4310785437717226,5.438130828907133,40
Project0765,14,4.855104802408035,4.139427719793052,45
Project0766,14,6.431450771444777,5.705763574194993,52
Project0767,14,4.5356391227770585,5.438130828907129,50
Project0768,14,3.4310785437717226,5.438130828907133,48
Project0769,14,3.4310785437717226,3.4310785437717226,40
Project0770,14,3.4310785437717226,2.0070522851354107,40
Project0771,14,5.285811118506701,4.194124408916653,47
Project0772,14,3.4310785437717226,3.4310785437717226,49
Project0773,14,5.438130828907129,5.438130828907129,60
Project0774,14,5.438130828907129,3.4310785437717226,46
Project0775,14,7.25836849052745,4.5356391227770585,48
Project0776,14,4.194124408916653,3.4310785437717226,54
Project0777,14,4.5356391227770585,5.438130828907129,41
Project0778,14,8.869209372678856,6.340622535037206,41
Project0779,14,5.438130828907133,5.438130828907133,32
Project0780,14,5.95966538141337,6.862157087543445,43
Project0781,14,9.632255237823783,3.4310785437717226,45
Project0782,14,6.20117669405206,3.7725932576321326,41
Project0783,14,8.586275224171107,5.007424512808465,48
Project0784,14,4.435635721555337,3.827289946755727,46
Project0785,14,3.750544223402699,5.438130828907133,62
Project0786,14,3.4310785437717226,3.4310785437717226,38
Project0787,14,6.862157087543445,4.194124408916653,51
Project0788,14,5.95966538141337,5.438130828907133,57
Project0789,14,5.438130828907133,3.4310785437717226,28
Project0790,14,5.007424512808465,3.6725898564104114,57
Project0791,14,6.20117669405206,6.862157087543445,47
Project0792,14,6.862157087543441,3.4310785437717226,42
Project0793,14,5.438130828907133,3.4310785437717226,35
Project0794,14,5.757596508538105,3.4310785437717226,54
Project0795,14,4.5356391227770585,5.438130828907133,57
Project0796,14,3.4310785437717226,3.4310785437717226,53
Project0797,14,4.257996262854391,3.4310785437717226,54
Project0798,14,5.438130828907129,5.438130828907129,34
Project0799,14,5.438130828907133,4.5356391227770585,41
Project0800,14,5.438130828907133,3.4310785437717226,39
Project0801,14,5.438130828907133,3.4310785437717226,48
Project0802,14,5.438130828907129,3.4310785437717226,56
Project0803,14,7.9667176665487816,6.862157087543445,62
Project0804,14,4.333570249901793,3.4310785437717226,63
Project0805,14,3.4310785437717226,3.4310785437717226,54
Project0806,14,6.862157087543441,5.438130828907129,42
Project0807,14,6.862157087543445,2.909543991265481,58
Project0808,14,5.438130828907129,5.438130828907129,61
Project0809,14,4.855104802408035,3.4310785437717226,54
Project0810,14,4.5356391227770585,3.4310785437717226,51
Project0811,14,5.791852700618748,3.9028639338031295,63
Project0812,14,6.431450771444777,4.777150435415747,64
Project0813,14,6.862157087543445,3.4310785437717226,61
Project0814,14,6.862157087543445,3.4310785437717226,60
Project0815,14,3.431078543771718,3.431078543771718,39
Project0816,14,8.438503056580188,4.092058937263104,51
Project0817,14,7.966717666548777,2.7700981502803366,31
Project0818,14,7.9667176665487816,4.5356391227770585,42
Project0819,14,4.1941244089166485,4.855104802408035,44
Project0820,14,5.096616115046723,7.9667176665487816,58
Project0821,14,6.862157087543441,5.438130828907129,42
Project0822,14,3.4310785437717226,3.4310785437717226,43
Project0823,14,7.9667176665487816,3.4310785437717226,35
Project0824,14,5.438130828907133,5.438130828907133,64
Project0825,14,4.855104802408035,4.1941244089166485,59
Project0826,14,4.5356391227770585,3.4310785437717226,60
Project0827,14,5.196619516268445,5.438130828907133,57
Project0828,14,5.438130828907129,5.438130828907129,44
Project0829,14,3.8496376145106304,3.4310785437717226,54
Project0830,14,4.5356391227770585,4.1941244089166485,41
Project0831,14,3.431078543771718,5.438130828907129,39
Project0832,14,3.6047805768375083,3.7725932576321326,45
Project0833,14,4.357775677108044,3.334959018779071,51
Project0834,14,3.827289946755727,3.4310785437717226,49
Project0835,14,3.9028639338031295,3.4310785437717226,48
Project0836,14,5.438130828907129,3.1116128641407466,41
Project0837,14,5.438130828907129,3.4310785437717226,46
Project0838,14,4.855104802408032,3.4310785437717226,25
Project0839,14,6.862157087543445,3.4310785437717226,52
Project0840,14,5.438130828907129,3.4310785437717226,47
Project0841,14,4.5356391227770585,5.438130828907133,40
Project0842,14,6.862157087543445,6.862157087543445,47
Project0843,14,5.438130828907133,5.438130828907133,63
Project0844,14,8.869209372678856,4.855104802408035,48
Project0845,14,7.67545719143526,3.8272899467557226,43
Project0846,14,5.438130828907133,2.7700981502803366,48
Project0847,14,8.869209372678851,3.17717673655335,54
Project0848,14,5.438130828907133,3.4310785437717226,52
Project0849,14,5.438130828907133,3.4310785437717226,48
Project0850,14,6.431450771444782,3.431078543771725,58
Project0851,14,7.9667176665487816,3.4310785437717226,40
Project0852,14,5.95966538141337,5.438130828907129,45
Project0853,14,3.431078543771718,3.431078543771718,39
Project0854,14,5.438130828907133,3.4310785437717226,53
Project0855,14,5.438130828907133,5.007424512808467,32
Project0856,14,7.9667176665487816,3.0642440816107968,43
Project0857,14,6.862157087543445,4.916596276400892,62
Project0858,14,4.5356391227770585,3.4310785437717226,42
Project0859,14,5.438130828907133,4.1941244089166485,43
Project0860,14,3.4310785437717226,3.4310785437717226,62
Project0861,14,4.983683460104174,5.438130828907129,47
Project0862,14,3.4310785437717226,5.438130828907133,37
Project0863,14,6.862157087543445,4.855104802408035,49
Project0864,14,5.438130828907133,5.438130828907133,62
Project0865,14,3.4310785437717226,3.4310785437717226,36
Project0866,14,3.4310785437717226,3.4310785437717226,47
Project0867,14,9.632255237823783,5.438130828907133,45
Project0868,14,6.05768838652946,4.5356391227770585,48
Project0869,14,5.007424512808465,3.4310785437717226,36
Project0870,14,6.862157087543445,5.438130828907133,49
Project0871,14,7.9667176665487816,12.300287916450575,43
Project0872,14,4.139427719793052,5.438130828907133,53
Project0873,14,6.20117669405206,5.438130828907133,52
Project0874,14,3.4310785437717226,4.5356391227770585,52
Project0875,14,4.5356391227770585,3.4310785437717226,62
Project0876,14,7.9667176665487816,3.9526130962779598,50
Project0877,14,3.827289946755727,3.4310785437717226,49
Project0878,14,4.535639122777054,4.5356391227770585,61
Project0879,14,6.862157087543445,5.007424512808465,60
Project0880,14,6.862157087543445,5.438130828907133,49
Project0881,14,7.9667176665487816,4.5356391227770585,53
Project0882,14,6.862157087543441,3.4310785437717226,50
Project0883,14,3.4310785437717226,3.4310785437717226,27
Project0884,14,3.4310785437717226,2.528586837641648,41
Project0885,14,6.862157087543441,6.862157087543441,50
Project0886,14,3.4310785437717226,3.4310785437717226,53
Project0887,14,5.438130828907133,3.4310785437717226,55
Project0888,14,4.5356391227770585,3.9028639338031295,51
Project0889,14,6.20117669405206,6.20117669405206,62
Project0890,14,3.4310785437717226,3.4310785437717226,56
Project0891,14,3.4310785437717226,2.7700981502803366,46
Project0892,14,5.438130828907133,7.258368490527448,38
Project0893,14,5.95966538141337,4.392150815254457,42
Project0894,14,4.942717709050068,3.617893167286815,51
Project0895,14,5.007424512808465,7.9667176665487816,47
Project0896,14,4.855104802408035,3.4310785437717226,54
Project0897,14,4.5356391227770585,2.528586837641648,49
Project0898,14,4.19412440891665,3.4310785437717226,44
Project0899,14,3.691665024524561,3.4310785437717226,43
Project0900,14,5.438130828907133,4.5356391227770585,57
Project0901,14,5.834342231891138,5.438130828907133,45
Project0902,14,5.7057635741949975,6.862157087543445,47
Project0903,14,3.814991803783801,3.4310785437717226,54
Project0904,14,5.438130828907129,5.438130828907129,42
Project0905,14,5.438130828907133,3.4310785437717226,53
Project0906,14,4.855104802408039,5.438130828907129,58
Project0907,14,4.014104570270817,4.5356391227770585,40
Project0908,14,5.438130828907133,5.438130828907133,26
Project0909,14,5.438130828907133,5.007424512808465,62
Project0910,14,4.675084963762203,3.672589856410409,45
Project0911,14,5.438130828907133,5.438130828907133,48
Project0912,14,6.862157087543441,3.4310785437717226,50
Project0913,14,4.855104802408035,4.855104802408035,42
Project0914,14,3.6331474166469837,2.6680326786267967,48
Project0915,14,5.438130828907133,5.438130828907133,59
Project0916,14,3.4310785437717226,5.438130828907133,52
Project0917,14,4.5356391227770585,3.4310785437717226,33
Project0918,14,4.1941244089166485,3.4310785437717226,50
Project0919,14,4.014104570270817,3.4310785437717226,58
Project0920,14,4.5356391227770585,5.438130828907133,59
Project0921,14,4.483257681590901,5.438130828907129,51
Project0922,14,3.698711289059585,3.4310785437717226,35
Project0923,14,5.057173675283297,3.6511147684973486,55
Project0924,14,8.438503056580188,7.9667176665487816,60
Project0925,14,3.4310785437717226,4.1941244089166485,36
Project0926,14,6.201176694052055,3.4310785437717226,56
Project0927,14,5.438130828907133,3.4310785437717226,62
Project0928,14,3.7311704217630735,3.4310785437717226,59
Project0929,14,6.862157087543445,5.438130828907133,43
Project0930,14,3.4310785437717226,3.4310785437717226,61
Project0931,14,6.20117669405206,5.438130828907133,62
Project0932,14,6.862157087543441,5.438130828907133,41
Project0933,14,4.014104570270821,3.4310785437717226,55
Project0934,14,5.438130828907129,5.438130828907129,46
Project0935,14,5.95966538141337,6.862157087543441,56
Project0936,14,3.7311704217630752,3.4310785437717226,56
Project0937,14,7.9667176665487816,4.014104570270817,38
Project0938,14,6.20117669405206,3.4310785437717226,62
Project0939,14,5.438130828907133,5.438130828907133,55
Project0940,14,6.862157087543445,5.438130828907133,49
Project0941,14,6.20117669405206,3.4310785437717226,45
Project0942,14,7.625202952688372,9.632255237823783,52
Project0943,14,6.54269140791247,4.1941244089166485,50
Project0944,14,7.9667176665487816,9.632255237823777,44
Project0945,14,5.438130828907129,3.4310785437717226,56
Project0946,14,7.625202952688372,6.862157087543445,53
Project0947,14,11.397796210320504,3.9028639338031295,60
Project0948,14,8.869209372678856,6.862157087543445,38
Project0949,14,3.097244203833837,3.4310785437717226,45
Project0950,14,4.014104570270817,4.014104570270817,60
Project0951,14,4.5356391227770585,3.4310785437717226,47
Project0952,14,7.9667176665487816,3.4310785437717226,58
Project0953,14,6.121975004387177,3.8072087833124373,62
Project0954,14,3.827289946755727,3.4310785437717226,41
Project0955,14,4.477058557424394,3.4310785437717226,60
Project0956,14,6.862157087543445,5.438130828907133,48
Project0957,14,8.869209372678856,3.177176736553348,55
Project0958,14,4.1941244089166485,2.528586837641648,41
Project0959,14,5.438130828907129,5.438130828907129,60
Project0960,14,4.675084963762208,4.014104570270817,44
Project0961,14,5.438130828907133,4.5356391227770585,44
Project0962,14,3.617893167286815,6.862157087543445,47
Project0963,14,5.007424512808465,5.438130828907133,59
Project0964,14,10.876261657814267,4.5356391227770585,48
Project0965,14,4.5356391227770585,5.600440451880935,40
Project0966,14,6.862157087543445,3.4310785437717226,40
Project0967,14,4.122900158528755,3.4310785437717226,52
Project0968,14,4.5356391227770585,4.855104802408035,52
Project0969,14,8.869209372678856,7.9667176665487816,48
Project0970,14,6.54269140791247,4.014104570270821,50
Project0971,14,5.72939130402065,5.438130828907129,51
Project0972,14,4.855104802408035,6.862157087543445,44
Project0973,14,4.729781652885802,3.827289946755727,57
Project0974,14,3.9028639338031295,5.438130828907133,49
Project0975,14,5.438130828907133,6.862157087543445,48
Project0976,14,2.5285868376416523,2.5285868376416523,47
Project0977,14,4.5356391227770585,3.4310785437717226,53
Project0978,14,5.95966538141337,4.2579962628543955,41
Project0979,14,4.777150435415745,4.5356391227770585,47
Project0980,14,4.855104802408035,5.438130828907129,41
Project0981,14,3.8496376145106326,3.4310785437717226,45
Project0982,14,3.4310785437717226,3.4310785437717226,38
Project0983,14,7.966717666548777,6.862157087543441,41
Project0984,14,3.4310785437717226,3.4310785437717226,47
Project0985,14,3.431078543771718,3.431078543771718,51
Project0986,14,6.8621570875434434,5.438130828907133,43
Project0987,14,3.431078543771718,2.403263688119415,54
Project0988,14,5.438130828907133,3.4310785437717226,43
Project0989,14,3.9028639338031295,7.9667176665487816,60
Project0990,14,5.834342231891138,5.438130828907133,55
Project0991,14,4.5356391227770585,3.4310785437717226,59
Project0992,14,5.438130828907133,4.333570249901798,45
Project0993,14,4.942717709050068,3.4310785437717226,52
Project0994,14,3.4310785437717226,4.5356391227770585,40
Project0995,14,5.438130828907133,2.0070522851354107,48
Project0996,14,2.7700981502803366,3.4310785437717226,48
Project0997,14,3.6331474166469837,3.4310785437717226,56
Project0998,14,9.26542077566286,3.4310785437717226,52
Project0999,14,5.438130828907133,5.438130828907129,47
Project1000,14,6.167388166953581,3.9028639338031295,51
Project1001,14,4.5356391227770585,3.4310785437717226,51
Project1002,14,6.862157087543445,3.4310785437717226,57
Project1003,14,5.95966538141337,3.4310785437717226,52
Project1004,14,4.5356391227770585,6.862157087543445,45
Project1005,14,8.438503056580188,4.5356391227770585,58
Project1006,14,3.4310785437717226,3.4310785437717226,32
Project1007,14,5.438130828907133,5.438130828907133,38
Project1008,14,4.5356391227770585,5.438130828907129,50
Project1009,14,5.834342231891138,3.4310785437717226,53
Project1010,14,5.959665381413373,3.4310785437717226,31
Project1011,14,5.438130828907133,3.4310785437717226,35
Project1012,14,3.4310785437717226,3.4310785437717226,44
Project1013,14,5.438130828907129,3.719509638985403,49
Project1014,14,6.20117669405206,3.4310785437717226,45
Project1015,14,6.431450771444779,4.014104570270817,44
Project1016,14,7.9667176665487816,10.293235631315168,53
Project1017,14,6.862157087543441,3.4310785437717226,42
Project1018,14,3.4310785437717226,3.4310785437717226,50
Project1019,14,3.6725898564104114,3.4310785437717226,56
Project1020,14,3.4310785437717226,3.4310785437717226,51
Project1021,14,6.862157087543441,3.4310785437717226,54
Project1022,14,2.528586837641648,3.4310785437717226,59
Project1023,14,6.862157087543441,6.862157087543445,61
Project1024,14,5.95966538141337,4.5356391227770585,48
Project1025,14,3.4310785437717226,2.3265179647663867,36
Project1026,14,5.438130828907133,3.4310785437717226,26
Project1027,14,5.438130828907133,4.5356391227770585,45
Project1028,14,6.862157087543445,5.438130828907133,40
Project1029,14,5.438130828907133,2.7700981502803366,57
Project1030,14,3.4310785437717226,5.438130828907129,61
Project1031,14,3.4310785437717204,3.4310785437717226,33
Project1032,14,3.4310785437717226,3.4310785437717226,49
Project1033,14,7.966717666548779,3.4310785437717226,37
Project1034,14,5.438130828907133,3.4310785437717226,45
Project1035,14,4.281737315558684,3.4310785437717226,41
Project1036,14,3.4673424422274826,4.5356391227770585,50
Project1037,14,5.834342231891138,3.4310785437717226,42
Project1038,14,4.535639122777063,6.862157087543441,39
Project1039,14,3.9028639338031295,3.4310785437717226,57
Project1040,14,4.194124408916653,3.4310785437717226,51
Project1041,14,8.869209372678856,6.30118009527378,56
Project1042,14,5.438130828907133,3.4310785437717226,59
Project1043,14,6.862157087543445,4.333570249901798,35
Project1044,14,5.95966538141337,6.20117669405206,57
Project1045,14,6.862157087543445,5.438130828907133,52
Project1046,14,6.862157087543445,3.4310785437717226,43
Project1047,14,5.438130828907129,3.902863933803125,50
Project1048,14,3.5564016932939575,4.5356391227770585,34
Project1049,14,6.20117669405206,5.438130828907129,60
Project1050,14,4.5356391227770585,5.438130828907129,36
Project1051,14,7.25836849052745,6.862157087543445,48
Project1052,14,3.4310785437717226,3.4310785437717226,45
Project1053,14,4.729781652885802,3.431078543771718,41
Project1054,14,7.9667176665487816,6.862157087543445,47
Project1055,14,5.438130828907129,6.862157087543445,60
Project1056,14,4.535639122777057,3.4310785437717226,38
Project1057,14,4.1941244089166485,3.1116128641407466,49
Project1058,14,7.9667176665487816,8.869209372678856,43
Project1059,14,3.510280233436605,5.438130828907133,45
Project1060,14,8.869209372678856,7.9667176665487816,45
Project1061,14,5.563453978429364,3.827289946755727,62
Project1062,14,3.0003722276730542,3.4310785437717226,48
Project1063,14,6.862157087543445,7.9667176665487816,52
Project1064,14,4.887563935111523,3.431078543771718,41
Project1065,14,5.438130828907129,3.4310785437717226,42
Project1066,14,5.438130828907133,3.4310785437717226,43
Project1067,14,7.25836849052745,11.86958160035191,62
Project1068,14,4.281737315558681,3.4310785437717226,58
Project1069,14,7.162248965534796,3.9028639338031295,44
Project1070,14,4.216173443146082,4.5356391227770585,51
Project1071,14,4.5356391227770585,3.4310785437717226,36
Project1072,14,5.438130828907129,3.4310785437717226,60
Project1073,14,5.95966538141337,3.0642440816107968,43
Project1074,14,5.318847948590782,3.4310785437717226,48
Project1075,14,4.855104802408035,3.4310785437717226,49
Project1076,14,4.014104570270821,3.0003722276730587,42
Project1077,14,6.159404294255028,3.4310785437717226,41
Project1078,14,3.4310785437717226,3.4310785437717226,45
